Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text
137,139, Elation over discovering a hidden gem in the city.   ,Positive,18-02-2012 14:30, UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20,40, USA      ,2012,2,18,14, elation over discovering a hidden gem in the city   
138,140, The euphoria of a surprise birthday celebration.     ,Positive,05-11-2018 21:45, BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15,30, UK   ,2018,11,5,21, the euphoria of a surprise birthday celebration     
139,141, Contentment in the simplicity of a home-cooked meal. ,Positive,12-09-2015 13:20, HomeChef        , Facebook , #Contentment #HomeCooking                     ,25,50, India    ,2015,9,12,13, contentment in the simplicity of a homecooked meal 
140,142, Serenity found in the melody of a peaceful piano.    ,Positive,30-07-2016 18:10, MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18,35, Canada      ,2016,7,30,18, serenity found in the melody of a peaceful piano    
141,143, Gratitude for the supportive community around me.    ,Positive,20-04-2013 10:30, CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30,60, USA ,2013,4,20,10, gratitude for the supportive community around me    
142,144, Hopeful about the prospects of a new business venture.,Positive,08-12-2017 19:15, EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22,45, Canada    ,2017,12,8,19, hopeful about the prospects of a new business venture
143,145, Empowerment through mentoring and guiding others.    ,Positive,03-06-2014 08:20, MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15,30, UK       ,2014,6,3,8, empowerment through mentoring and guiding others    
144,146, Compassion shown through acts of kindness in the community.,Positive,15-01-2019 14:50, KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18,35, Australia ,2019,1,15,14, compassion shown through acts of kindness in the community
145,147, Tenderness in a heartfelt message to a loved one.    ,Positive,25-12-2016 19:30, LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25,50, UK          ,2016,12,25,19, tenderness in a heartfelt message to a loved one    
146,148, Arousal of excitement before a much-awaited trip.    ,Positive,10-03-2018 09:45, TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20,40, India    ,2018,3,10,9, arousal of excitement before a muchawaited trip    
147,149, Enthusiasm for a new artistic project in the works.  ,Positive,17-09-2020 16:30, ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15,30, USA       ,2020,9,17,16, enthusiasm for a new artistic project in the works  
148,150, Feeling a sense of fulfillment after helping others. ,Positive,28-08-2011 18:45, HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22,45, Canada    ,2011,8,28,18, feeling a sense of fulfillment after helping others 
149,151, Reverence for the historical significance of a landmark.,Neutral,01-11-2017 15:30, HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18,35, Australia ,2017,11,1,15, reverence for the historical significance of a landmark
150,152, Elation after achieving a fitness milestone.         ,Positive,15-06-2019 10:00, FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25,50, UK           ,2019,6,15,10, elation after achieving a fitness milestone         
151,153, The euphoria of a successful product launch.         ,Positive,03-04-2022 11:45, ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15,30, USA       ,2022,4,3,11, the euphoria of a successful product launch         
152,154, Contentment in the embrace of a loved one.           ,Positive,12-11-2010 20:20, LovingEmbrace   , Twitter  , #Contentment #Love                             ,30,60, India    ,2010,11,12,20, contentment in the embrace of a loved one           
153,155, Serenity found in the beauty of a sunset by the sea.  ,Positive,22-07-2011 18:30, SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22,45, Canada     ,2011,7,22,18, serenity found in the beauty of a sunset by the sea  
154,156, Gratitude for the small joys that each day brings.   ,Positive,30-03-2012 11:20, JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15,30, Australia   ,2012,3,30,11, gratitude for the small joys that each day brings   
155,157, Hopeful about the potential for personal growth.      ,Positive,05-10-2013 16:40, GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18,35, UK       ,2013,10,5,16, hopeful about the potential for personal growth      
156,158, Empowerment through learning a new skill.            ,Positive,10-07-2014 13:15, SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25,50, India   ,2014,7,10,13, empowerment through learning a new skill            
157,159, Compassion in volunteering for a local charity.       ,Positive,18-12-2015 14:20, CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18,35, USA      ,2015,12,18,14, compassion in volunteering for a local charity       
158,160, Tenderness in a quiet moment shared with a pet.      ,Positive,10-02-2016 19:45, PetLove         , Twitter  , #Tenderness #PetLove                          ,25,50, Canada   ,2016,2,10,19, tenderness in a quiet moment shared with a pet      
159,161, Arousal of excitement for an upcoming festival.       ,Positive,25-09-2017 11:30, FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20,40, UK ,2017,9,25,11, arousal of excitement for an upcoming festival       
160,162, Enthusiasm for a DIY home improvement project.       ,Positive,15-04-2018 16:00, DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15,30, Australia   ,2018,4,15,16, enthusiasm for a diy home improvement project       
161,163, Fulfillment in completing a challenging puzzle.      ,Positive,28-11-2019 18:20, PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22,45, India    ,2019,11,28,18, fulfillment in completing a challenging puzzle      
162,164, Reverence for the wonders of nature on a hiking trail.,Positive,11-05-2020 15:00, NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18,35, USA        ,2020,5,11,15, reverence for the wonders of nature on a hiking trail
163,165, Elation after a surprise reunion with a childhood friend.,Positive,05-02-2021 09:30, ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25,50, Canada      ,2021,2,5,9, elation after a surprise reunion with a childhood friend
164,166, Suffering from despair after another setback.      ,Negative,10-03-2021 08:30, StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5,10, USA          ,2021,3,10,8, suffering from despair after another setback      
165,167," Overwhelmed by grief, missing a loved one dearly.  ",Negative,05-07-2022 15:45, MourningHeart     , Instagram , #Grief #Loss                                   ,8,15, Canada          ,2022,7,5,15, overwhelmed by grief missing a loved one dearly  
166,168, Loneliness creeps in as the night grows colder.    ,Negative,18-11-2019 21:20, SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10,20, UK           ,2019,11,18,21, loneliness creeps in as the night grows colder    
167,169, Jealousy consumes me as I witness others' success. ,Negative,12-08-2020 11:30, EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12,25, India        ,2020,8,12,11, jealousy consumes me as i witness others success 
168,170, Resentment building up over past betrayals.        ,Negative,22-05-2018 14:45, BitterHeart       , Instagram , #Resentment #Bitterness                       ,7,15, Australia     ,2018,5,22,14, resentment building up over past betrayals        
169,171, Frustration mounts as obstacles block my path.     ,Negative,30-01-2017 16:10, BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10,20, USA          ,2017,1,30,16, frustration mounts as obstacles block my path     
170,172," Boredom sets in, the day feels endlessly dull.     ",Negative,28-09-2016 19:45, BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8,15, Canada        ,2016,9,28,19, boredom sets in the day feels endlessly dull     
171,173," Anxiety grips my heart, worry clouds my thoughts.  ",Negative,15-04-2019 09:00, WorriedMind       , Instagram , #Anxiety #Worry                               ,12,25, UK           ,2019,4,15,9, anxiety grips my heart worry clouds my thoughts  
172,174, Intimidation by the unknown future ahead.          ,Negative,03-12-2021 18:30, FearfulSoul       , Facebook , #Intimidation #Fear                           ,15,30, India        ,2021,12,3,18, intimidation by the unknown future ahead          
173,175, Helplessness sinks in as challenges pile up.       ,Negative,20-06-2020 14:20, OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8,15, Australia    ,2020,6,20,14, helplessness sinks in as challenges pile up       
174,176, Envy eats away at me as I see others' prosperity.  ,Negative,07-11-2018 11:30, CovetousMind     , Instagram , #Envy #Desire                                ,10,20, Canada        ,2018,11,7,11, envy eats away at me as i see others prosperity  
175,177, Regret over missed opportunities haunts my thoughts.,Negative,25-08-2017 16:00, RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12,25, UK           ,2017,8,25,16, regret over missed opportunities haunts my thoughts
176,178, Disgust at the sight of injustice and cruelty.     ,Negative,11-02-2019 09:45, DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7,15, India        ,2019,2,11,9, disgust at the sight of injustice and cruelty     
177,179," Drowning in despair, hope slipping through my fingers.",Negative,02-04-2016 20:20, HopelessHeart    , Instagram , #Despair #Hopeless                           ,10,20, USA          ,2016,4,2,20, drowning in despair hope slipping through my fingers
178,180," Grief weighs heavy, tears a constant companion.    ",Negative,18-10-2015 15:30, TearfulSoul      , Facebook , #Grief #Tears                                ,12,25, Canada        ,2015,10,18,15, grief weighs heavy tears a constant companion    
179,181," Loneliness in a crowded room, a silent cry for connection.",Negative,12-07-2019 18:10, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15,30, UK            ,2019,7,12,18, loneliness in a crowded room a silent cry for connection
180,182," Jealousy gnaws at my confidence, a toxic emotion.  ",Negative,03-06-2018 16:30, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8,15, India         ,2018,6,3,16, jealousy gnaws at my confidence a toxic emotion  
181,183," Resentment festers, poisoning relationships.       ",Negative,15-01-2022 12:00, BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10,20, Australia    ,2022,1,15,12, resentment festers poisoning relationships       
